age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,target,_pdays_followup,_pdays_recent
28,admin.,single,high.school,no,no,no,cellular,jul,tue,2504,2,6,failure,1.4,94.36,-44.31,4.73,5428.58,1,False,False
32,technician,married,professional.course,no,no,no,telephone,may,fri,197,1,0,nonexistent,1.1,90.32,-38.0,4.71,5300.01,0,False,False
50,housemaid,divorced,basic.4y,no,no,no,telephone,jun,wed,1266,0,1,failure,1.4,92.71,-27.5,1.92,4865.43,0,False,False
28,blue-collar,single,basic.9y,no,no,no,cellular,nov,wed,164,0,0,nonexistent,-0.1,97.02,-40.11,4.31,5045.12,0,False,False
34,technician,married,high.school,no,no,no,telephone,may,mon,225,0,0,nonexistent,1.1,97.56,-36.07,5.03,5377.87,0,False,False
30,admin.,married,university.degree,no,no,no,cellular,jun,tue,1165,0,4,failure,-2.9,98.03,-34.87,3.06,5317.0,1,False,False
37,technician,married,professional.course,no,yes,no,telephone,may,tue,891,2,4,failure,1.1,88.82,-42.65,2.15,4740.66,0,False,False
39,technician,single,professional.course,no,no,no,telephone,may,fri,3010,4,2,nonexistent,1.1,94.44,-36.68,1.16,5170.87,1,False,False
31,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,1481,2,0,nonexistent,1.4,96.99,-35.66,4.85,5306.52,0,False,False
45,entrepreneur,married,university.degree,no,yes,no,cellular,nov,fri,1960,3,4,failure,-0.1,94.64,-28.2,3.33,4881.49,0,False,False
33,admin.,single,university.degree,no,no,no,cellular,jun,fri,323,0,4,success,-2.9,90.57,-34.29,2.11,4951.84,1,False,False
39,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,433,0,0,nonexistent,1.4,90.17,-37.14,4.86,5411.08,0,False,False
39,unemployed,single,basic.4y,no,no,no,cellular,jun,tue,449,2,0,nonexistent,-2.9,92.49,-41.77,1.22,4868.07,0,False,False
45,admin.,divorced,university.degree,no,no,yes,cellular,may,mon,63,0,0,nonexistent,-1.8,93.91,-46.01,1.24,5354.05,0,False,False
31,admin.,single,professional.course,no,yes,no,cellular,jul,wed,74,1,0,nonexistent,-2.9,93.85,-32.42,1.01,4868.07,0,False,False
25,entrepreneur,divorced,unknown,no,unknown,unknown,cellular,mar,fri,2831,18,4,success,1.4,91.57,-47.73,3.88,5143.1,0,False,False
45,technician,single,professional.course,unknown,no,no,telephone,jun,tue,763,1,4,nonexistent,1.4,92.07,-43.49,1.49,4998.47,0,False,False
36,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,79,1,1,failure,-1.8,95.3,-45.64,1.31,4941.02,0,False,False
23,services,single,unknown,no,yes,no,cellular,mar,tue,728,12,2,nonexistent,-1.8,91.88,-44.57,2.84,4845.6,1,False,False
23,student,single,unknown,no,yes,no,cellular,sep,wed,710,2,6,failure,-1.1,91.51,-48.36,4.59,5121.26,0,False,False
28,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,3817,1,5,failure,1.4,94.13,-49.78,2.75,5281.35,0,False,False
27,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,124,1,0,nonexistent,1.4,94.18,-41.54,4.76,5259.46,0,False,False
37,services,married,high.school,unknown,yes,no,telephone,may,wed,1635,2,4,nonexistent,1.1,89.4,-26.79,2.49,4862.79,0,False,False
23,unemployed,divorced,illiterate,unknown,unknown,yes,telephone,may,tue,4537,43,6,success,-2.9,97.18,-32.84,0.88,5384.01,1,False,True
27,technician,single,university.degree,no,yes,no,cellular,jul,wed,572,1,0,nonexistent,1.4,91.85,-42.87,5.21,5243.78,0,False,False
40,self-employed,divorced,university.degree,no,no,no,cellular,may,mon,145,0,0,nonexistent,-1.8,97.44,-46.47,1.26,5236.77,0,False,False
32,self-employed,divorced,professional.course,no,yes,no,telephone,jun,mon,123,1,0,nonexistent,1.4,93.61,-41.08,4.97,5296.06,0,False,False
51,admin.,divorced,university.degree,unknown,yes,yes,cellular,aug,fri,539,4,0,nonexistent,1.4,96.24,-35.95,4.77,4987.6,0,False,False
39,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,77,0,0,nonexistent,1.4,98.52,-42.0,5.16,5107.85,0,False,False
51,entrepreneur,married,university.degree,no,yes,no,cellular,jul,mon,1194,2,0,nonexistent,1.4,94.19,-42.01,4.99,5139.22,0,False,False
28,self-employed,single,university.degree,no,yes,no,cellular,sep,tue,2458,0,1,failure,-3.4,96.4,-36.9,1.05,5234.78,1,False,False
58,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,260,2,2,failure,1.1,89.87,-47.98,3.52,4973.76,0,False,False
36,admin.,married,basic.6y,no,no,no,cellular,jul,thu,213,3,0,nonexistent,1.4,98.42,-44.7,4.81,5008.51,0,False,False
48,technician,married,professional.course,no,no,no,telephone,jul,fri,335,1,0,nonexistent,-2.9,90.98,-34.7,1.02,5111.73,0,False,False
47,admin.,married,high.school,no,no,no,telephone,jun,thu,409,1,0,nonexistent,1.4,93.23,-43.3,4.85,5113.08,0,False,False
50,admin.,married,high.school,unknown,no,no,telephone,may,tue,3895,3,1,failure,1.1,94.24,-45.68,4.45,5135.94,0,False,False
47,admin.,married,unknown,unknown,no,no,telephone,may,mon,282,0,1,nonexistent,1.1,90.03,-36.47,1.78,4968.3,0,False,False
27,student,single,university.degree,no,yes,no,telephone,may,mon,2897,1,5,success,-1.8,96.03,-33.8,3.55,4976.73,0,False,False
28,management,single,university.degree,no,no,no,telephone,may,fri,113,0,0,nonexistent,1.1,92.49,-35.52,4.62,5274.05,0,False,False
36,technician,married,university.degree,no,yes,no,telephone,jun,mon,75,2,0,nonexistent,1.4,96.25,-41.63,4.81,5128.76,0,False,False
30,technician,single,professional.course,no,no,no,telephone,jun,mon,122,0,0,nonexistent,1.4,92.38,-40.08,4.71,5395.39,0,False,False
28,technician,single,university.degree,no,yes,no,cellular,jul,thu,56,2,0,nonexistent,1.4,96.26,-42.65,5.07,4971.92,0,False,False
46,management,divorced,university.degree,no,yes,no,cellular,jul,fri,310,6,0,nonexistent,1.4,89.31,-43.21,4.92,5473.82,0,False,False
58,self-employed,single,illiterate,unknown,yes,no,cellular,aug,thu,97,30,0,nonexistent,1.4,91.57,-41.54,5.01,5400.62,1,False,False
33,admin.,married,university.degree,no,no,yes,cellular,may,thu,16,7,0,nonexistent,-1.8,90.66,-45.83,1.28,5221.47,0,False,False
45,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,mon,95,3,0,nonexistent,1.4,97.39,-44.32,5.03,5463.36,0,False,False
28,management,single,university.degree,no,no,no,cellular,nov,tue,228,1,1,failure,-0.1,90.03,-42.33,4.18,5013.94,0,False,False
50,services,divorced,basic.6y,unknown,yes,no,telephone,jun,tue,4763,8,2,failure,1.4,94.57,-34.36,3.02,5411.39,0,False,False
33,technician,married,university.degree,no,yes,no,cellular,apr,mon,1199,3,4,nonexistent,-1.8,89.38,-30.03,1.16,4964.37,0,False,False
43,admin.,married,university.degree,no,yes,no,telephone,jun,tue,415,6,0,nonexistent,1.4,93.99,-40.37,4.99,5269.92,0,False,False
42,unemployed,married,basic.9y,no,yes,no,cellular,may,thu,3289,1,4,failure,-1.8,96.49,-28.42,2.66,4995.76,1,False,False
57,management,married,university.degree,no,yes,yes,cellular,nov,tue,580,2,1,failure,-0.1,91.98,-41.37,3.97,5024.33,1,False,False
45,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,tue,149,1,0,nonexistent,1.1,89.76,-37.85,5.0,5367.49,0,False,False
53,management,married,basic.4y,no,yes,no,cellular,nov,wed,4740,2,1,success,-0.1,95.87,-32.88,3.85,5210.18,0,False,False
28,unknown,married,university.degree,no,unknown,unknown,telephone,may,fri,276,1,0,nonexistent,1.1,95.49,-34.9,4.77,5045.65,0,False,False
33,admin.,married,high.school,no,no,yes,telephone,may,fri,2374,2,0,nonexistent,1.1,95.35,-42.91,2.01,5075.84,0,False,False
44,services,married,high.school,no,yes,no,cellular,aug,tue,183,2,0,nonexistent,1.4,96.99,-37.65,5.05,5489.5,0,False,False
53,admin.,married,high.school,no,no,no,cellular,aug,tue,87,5,0,nonexistent,1.4,95.68,-37.72,4.99,5050.34,0,False,False
37,entrepreneur,married,high.school,no,no,no,telephone,jun,wed,460,0,0,nonexistent,1.4,92.19,-41.96,4.97,5154.9,0,False,False
29,blue-collar,single,basic.4y,unknown,yes,no,telephone,may,thu,43,2,0,nonexistent,-1.8,95.3,-47.4,1.31,5277.56,0,False,False
57,retired,single,high.school,no,no,yes,telephone,jun,tue,103,1,0,nonexistent,1.4,95.4,-41.63,4.99,5233.32,0,False,False
23,services,single,basic.9y,unknown,yes,no,cellular,may,mon,4386,3,1,failure,-1.8,93.72,-36.48,2.31,4809.99,0,False,False
23,student,single,high.school,no,yes,no,cellular,aug,tue,79,0,0,nonexistent,-2.9,96.53,-30.77,0.9,5289.4,0,False,False
46,admin.,married,basic.9y,no,yes,yes,cellular,aug,wed,108,3,0,nonexistent,1.4,93.07,-37.54,5.0,5473.82,0,False,False
36,blue-collar,single,basic.6y,no,yes,yes,cellular,jul,thu,95,1,0,nonexistent,1.4,90.16,-41.63,5.19,4966.69,0,False,False
26,services,divorced,basic.6y,no,no,yes,telephone,may,mon,81,7,0,nonexistent,1.1,98.22,-35.56,4.61,5009.31,0,False,False
29,services,married,high.school,no,no,no,telephone,jun,wed,206,1,0,nonexistent,1.4,94.84,-40.46,4.99,5060.8,0,False,False
30,admin.,single,high.school,no,yes,no,cellular,nov,fri,60,0,0,nonexistent,-0.1,92.08,-42.29,3.93,5408.82,0,False,False
27,blue-collar,single,high.school,no,yes,no,telephone,jul,wed,169,6,0,nonexistent,1.4,97.86,-42.05,4.89,5369.25,0,False,False
40,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,tue,191,0,0,nonexistent,1.4,92.88,-42.78,4.94,5034.66,0,False,False
30,blue-collar,married,high.school,no,yes,no,telephone,may,wed,87,0,0,nonexistent,1.1,94.18,-37.01,4.85,5066.41,0,False,False
49,admin.,married,university.degree,no,yes,no,cellular,aug,tue,112,6,0,nonexistent,1.4,97.83,-34.72,4.89,5207.18,0,False,False
30,services,married,high.school,no,yes,yes,cellular,jul,mon,156,1,0,nonexistent,1.4,94.66,-42.74,5.15,5400.62,0,False,False
32,technician,married,university.degree,no,yes,yes,cellular,aug,fri,2731,5,5,nonexistent,1.4,90.81,-27.79,2.6,5065.46,0,False,False
33,admin.,married,university.degree,no,yes,no,telephone,may,thu,1697,4,1,nonexistent,1.1,89.86,-42.79,0.83,5130.94,0,False,False
59,retired,married,university.degree,no,no,no,cellular,aug,wed,328,2,0,nonexistent,1.4,89.79,-37.9,5.17,5139.22,0,False,False
33,admin.,single,university.degree,no,no,no,cellular,mar,tue,545,2,2,failure,-1.8,94.21,-50.87,4.01,4762.04,1,False,False
57,retired,married,basic.4y,unknown,no,yes,cellular,jul,tue,600,4,0,nonexistent,1.4,98.42,-42.87,5.16,5306.52,0,False,False
52,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,4415,1,0,failure,1.1,96.8,-43.11,1.04,5162.53,0,False,False
31,technician,married,university.degree,no,no,no,cellular,sep,wed,224,1,0,nonexistent,-1.1,96.64,-36.33,0.86,5177.03,1,False,False
35,management,married,university.degree,unknown,no,no,telephone,may,wed,946,1,0,success,1.1,97.32,-33.03,0.65,4888.12,0,False,False
30,technician,single,university.degree,no,yes,yes,telephone,jul,wed,16,42,0,nonexistent,1.4,96.64,-44.19,4.72,5144.45,0,False,False
41,management,married,unknown,unknown,no,no,cellular,apr,thu,2869,1,1,failure,-1.8,93.72,-44.27,1.55,5047.44,0,False,False
49,management,single,professional.course,no,no,no,cellular,may,wed,1854,1,6,success,-1.8,91.43,-46.92,3.69,5025.36,0,False,False
54,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,mon,851,5,0,nonexistent,-1.8,94.28,-49.4,1.46,5150.09,0,False,False
52,management,married,university.degree,no,no,no,cellular,nov,mon,60,1,0,nonexistent,-0.1,88.63,-40.99,4.06,5408.82,0,False,False
36,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,496,1,6,failure,-0.1,91.13,-37.88,1.64,5051.1,0,True,False
55,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,wed,597,3,3,success,-0.1,93.14,-30.95,1.52,5042.91,1,False,False
37,admin.,married,university.degree,no,yes,no,telephone,may,mon,4847,2,4,success,1.1,95.26,-27.46,2.66,5316.18,0,False,False
37,blue-collar,married,basic.9y,no,yes,no,cellular,apr,tue,216,0,0,nonexistent,-1.8,91.86,-47.52,1.44,4956.32,0,False,False
58,unknown,married,unknown,unknown,yes,no,cellular,aug,tue,123,3,0,nonexistent,1.4,94.0,-35.99,4.86,5139.22,0,False,False
27,retired,unknown,basic.4y,yes,yes,no,telephone,aug,thu,776,29,6,nonexistent,1.4,89.59,-37.87,1.74,5377.64,1,False,False
41,unknown,single,basic.6y,no,no,unknown,telephone,oct,wed,1884,12,1,success,-1.7,88.23,-38.59,3.45,5166.37,1,False,False
37,technician,single,university.degree,no,no,no,telephone,jun,mon,179,2,0,nonexistent,1.4,94.65,-41.17,4.99,5259.46,0,False,False
54,retired,married,university.degree,no,no,no,cellular,aug,tue,327,1,0,nonexistent,1.4,91.2,-36.17,4.86,5316.97,0,False,False
50,admin.,married,basic.9y,no,yes,yes,telephone,may,thu,3592,0,5,success,1.1,96.74,-40.4,1.06,5293.72,0,False,False
22,student,single,basic.6y,no,yes,no,cellular,oct,tue,88,0,0,nonexistent,-3.4,94.0,-27.38,0.72,5092.76,0,False,False
44,self-employed,married,basic.9y,unknown,yes,no,cellular,aug,thu,162,1,0,nonexistent,1.4,92.04,-37.0,5.05,5243.78,0,False,False
52,blue-collar,divorced,high.school,no,no,no,telephone,jun,tue,676,2,0,nonexistent,1.4,90.49,-40.92,4.76,5102.62,1,False,False
42,technician,married,basic.9y,no,yes,no,cellular,nov,thu,360,2,0,nonexistent,-0.1,91.33,-43.21,4.14,5294.52,0,False,False
44,blue-collar,married,unknown,no,no,no,telephone,jun,thu,4657,0,1,success,1.4,95.95,-28.28,1.48,4756.78,0,False,False
36,retired,divorced,basic.6y,unknown,no,no,cellular,dec,thu,86,27,0,nonexistent,1.4,94.19,-35.95,5.18,5139.22,1,False,False
85,retired,married,university.degree,no,yes,yes,cellular,oct,tue,64,1,1,failure,-3.4,88.54,-27.46,0.75,5122.86,0,False,False
41,services,married,high.school,unknown,yes,yes,telephone,jun,tue,4966,0,3,nonexistent,1.4,94.81,-36.87,4.89,4894.8,0,False,False
23,blue-collar,single,basic.4y,no,unknown,unknown,cellular,may,thu,4280,39,6,nonexistent,-3.4,96.23,-41.74,1.65,5181.53,0,False,False
41,entrepreneur,married,basic.6y,unknown,no,no,telephone,jun,thu,933,2,4,success,1.4,91.37,-32.66,4.74,4988.22,0,False,False
32,services,single,high.school,no,no,no,cellular,oct,tue,136,1,0,nonexistent,-3.4,96.03,-26.73,0.73,5017.5,1,False,False
46,management,married,university.degree,no,no,no,cellular,nov,tue,69,1,0,nonexistent,-0.1,97.39,-43.38,3.97,5190.6,0,False,False
60,retired,married,high.school,no,yes,no,cellular,oct,wed,1323,1,3,nonexistent,-3.4,92.43,-27.77,1.58,4989.06,0,False,False
50,management,married,university.degree,no,yes,yes,cellular,apr,fri,1332,8,5,failure,-1.8,94.79,-29.75,1.14,5145.55,0,False,False
31,services,married,high.school,no,no,no,cellular,may,tue,1210,1,6,nonexistent,-1.8,91.28,-42.87,1.29,5164.75,0,False,False
31,services,single,high.school,no,yes,no,cellular,may,tue,3706,1,4,failure,-1.8,92.05,-36.48,2.04,5064.82,0,False,False
27,management,single,university.degree,no,no,yes,cellular,nov,tue,76,1,0,nonexistent,-0.1,96.46,-40.86,4.34,5273.73,0,False,False
29,admin.,single,university.degree,no,yes,yes,cellular,jul,wed,2786,6,3,failure,1.4,98.21,-31.72,1.82,5149.28,0,False,True
31,blue-collar,married,high.school,unknown,yes,no,cellular,jul,tue,349,5,4,success,1.4,93.54,-30.82,4.68,5112.44,0,False,False
48,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,230,0,0,nonexistent,1.4,98.23,-43.21,5.03,5149.67,0,False,False
35,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,142,2,0,nonexistent,1.1,98.41,-36.03,4.81,5040.46,0,False,False
36,technician,single,professional.course,unknown,no,no,cellular,jul,wed,4935,1,4,failure,1.4,98.49,-47.67,1.0,5350.2,0,False,False
30,admin.,married,high.school,no,yes,no,cellular,nov,wed,82,1,1,failure,-3.4,97.18,-30.0,0.74,4816.8,0,False,False
44,admin.,single,university.degree,no,no,no,cellular,aug,tue,960,1,0,nonexistent,-2.9,88.97,-32.21,0.86,5233.56,0,False,False
47,self-employed,married,university.degree,no,no,no,cellular,aug,thu,4895,1,3,failure,1.4,97.06,-29.18,1.84,5158.19,0,False,False
47,technician,divorced,unknown,no,no,yes,cellular,mar,mon,228,34,0,nonexistent,-0.1,93.2,-43.59,4.0,5195.8,0,False,False
28,admin.,married,university.degree,no,no,no,telephone,aug,wed,575,3,0,nonexistent,1.4,91.57,-36.82,4.83,5259.46,1,False,False
47,management,divorced,university.degree,no,unknown,unknown,telephone,may,wed,3139,0,4,nonexistent,1.1,90.89,-35.15,4.22,5109.22,0,False,False
60,unknown,unknown,illiterate,no,no,yes,cellular,apr,thu,1520,40,2,success,1.4,91.93,-48.16,1.39,5092.23,1,False,False
34,services,married,high.school,no,no,no,cellular,jul,tue,81,7,0,nonexistent,1.4,94.1,-41.71,4.79,5181.04,0,False,False
44,blue-collar,divorced,basic.9y,unknown,no,no,cellular,nov,mon,223,3,1,failure,-0.1,95.8,-41.07,4.31,5429.61,0,False,False
38,admin.,single,university.degree,no,yes,no,telephone,jun,wed,3700,1,6,failure,1.4,97.52,-33.44,4.31,5328.12,0,False,False
32,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,thu,4203,0,3,success,1.4,89.89,-33.86,1.12,5224.03,0,False,False
46,blue-collar,married,basic.4y,unknown,no,no,cellular,may,thu,13,3,0,nonexistent,-1.8,92.42,-46.33,1.3,4874.73,0,False,False
53,technician,married,basic.6y,unknown,yes,no,cellular,may,tue,1576,3,5,failure,-1.8,93.59,-29.07,2.82,5312.01,0,False,False
29,admin.,single,high.school,no,no,no,cellular,jul,fri,3387,1,3,success,1.4,95.64,-39.86,5.01,5254.27,1,False,False
32,blue-collar,married,basic.9y,unknown,no,yes,cellular,apr,mon,722,1,1,nonexistent,-1.8,89.01,-46.32,1.48,5090.73,0,False,False
29,technician,married,high.school,no,yes,yes,cellular,nov,thu,2153,0,1,failure,-0.1,91.12,-35.15,0.85,5086.05,0,False,False
32,admin.,married,basic.9y,no,yes,no,telephone,jun,mon,247,2,0,nonexistent,1.4,91.34,-42.51,5.03,5165.36,0,False,False
43,blue-collar,married,high.school,no,yes,no,cellular,nov,mon,169,2,0,nonexistent,-3.4,90.05,-30.46,0.71,5052.62,1,False,False
43,admin.,divorced,basic.9y,unknown,no,no,telephone,may,fri,490,1,0,nonexistent,1.1,90.23,-35.74,4.97,5414.21,0,False,False
34,retired,married,high.school,no,yes,no,cellular,apr,thu,4583,6,5,nonexistent,-1.8,90.93,-37.74,4.4,4888.13,0,False,False
49,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,3529,2,5,nonexistent,-1.8,90.6,-39.28,2.24,5423.89,0,False,False
32,management,married,high.school,no,yes,no,cellular,nov,wed,228,2,0,nonexistent,-0.1,90.12,-43.84,4.28,5117.86,0,False,False
48,admin.,single,high.school,no,yes,no,cellular,jul,wed,176,2,0,nonexistent,1.4,89.22,-44.23,5.17,5489.5,0,False,False
39,services,married,university.degree,no,no,no,telephone,may,thu,151,1,0,nonexistent,1.1,89.29,-36.25,4.92,5123.51,0,False,False
36,technician,single,university.degree,no,yes,no,cellular,may,mon,12,12,0,nonexistent,-1.8,91.12,-44.44,1.28,5048.1,0,False,False
37,admin.,married,high.school,no,yes,no,telephone,jun,tue,3164,1,2,failure,1.4,95.67,-44.29,3.79,4848.65,0,False,False
37,technician,married,university.degree,no,no,no,cellular,aug,tue,120,1,0,nonexistent,1.4,93.91,-37.5,5.01,5008.51,0,False,False
29,entrepreneur,single,university.degree,no,no,no,cellular,jul,thu,2330,1,5,failure,1.4,95.42,-37.44,3.65,4996.54,0,False,False
35,technician,single,professional.course,no,yes,no,cellular,may,mon,250,5,0,nonexistent,-1.8,92.14,-45.13,1.28,5134.79,0,False,False
79,retired,married,professional.course,no,no,no,cellular,nov,fri,319,2,1,failure,-3.4,89.22,-30.0,0.74,5002.44,1,False,False
45,technician,married,high.school,no,yes,no,cellular,jul,tue,299,4,0,failure,1.4,93.26,-42.04,2.62,5204.27,0,False,False
56,admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,157,0,0,nonexistent,1.4,93.53,-36.6,4.79,5468.59,0,False,False
42,technician,married,basic.9y,no,yes,no,cellular,may,wed,65,1,1,failure,-1.8,90.47,-46.56,1.3,5226.57,0,False,False
45,entrepreneur,married,university.degree,no,yes,no,cellular,aug,tue,653,1,0,nonexistent,1.4,97.08,-35.77,4.97,5269.92,1,False,False
38,technician,divorced,professional.course,no,no,no,telephone,may,fri,1182,2,4,nonexistent,1.1,97.65,-28.49,2.57,5048.77,0,False,False
34,technician,single,professional.course,no,yes,no,cellular,aug,mon,71,1,0,nonexistent,1.4,92.41,-36.38,5.17,5175.81,0,False,False
40,services,divorced,high.school,unknown,no,no,telephone,jun,thu,112,1,0,nonexistent,1.4,97.96,-39.87,4.75,5029.43,0,False,False
32,admin.,single,high.school,no,yes,no,cellular,jul,wed,153,0,0,nonexistent,1.4,97.67,-43.34,5.17,5086.94,0,False,False
30,technician,married,basic.9y,no,no,no,cellular,jul,fri,1729,5,2,nonexistent,1.4,97.69,-29.45,2.35,5109.64,0,False,False
42,technician,married,professional.course,no,no,no,cellular,apr,thu,4688,1,3,nonexistent,-1.8,94.54,-47.25,1.43,5085.27,0,False,False
50,services,married,high.school,no,yes,no,cellular,may,fri,207,1,0,nonexistent,-1.8,94.75,-47.67,1.32,5063.4,0,False,False
34,admin.,married,high.school,no,yes,no,cellular,may,wed,42,0,0,nonexistent,-1.8,92.14,-44.53,1.26,5165.38,0,False,False
